,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
3071,Spm Autocomp,3.6,(179 Reviews),Private,"Gurgaon/Gurugram,Haryana + 9 more",28 years old,51-200 Employees (India)
3072,The Institute Of...,4.0,(179 Reviews),New Delhi + 57 more,74 years old,51-200 Employees (India),
3073,Rochem Separatio...,3.8,(179 Reviews),"Mumbai,Maharashtra + 20 more",32 years old,201-500 Employees (India),
3074,Nimbus Harbor Fa...,3.9,(179 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",19 years old,10k-50k Employees (India)
3075,Rajasthan Patrik...,3.3,(179 Reviews),Private,"Jaipur,Rajasthan + 34 more",67 years old,1k-5k Employees (India)
3076,Pitambari Produc...,4.1,(179 Reviews),Private,"Thane,Maharashtra + 26 more",37 years old,201-500 Employees (India)
3077,Cotmac Electroni...,4.1,(179 Reviews),Private,"Pune,Maharashtra + 13 more",32 years old,501-1k Employees (India)
3078,Sekisui Dljm Mol...,3.8,(179 Reviews),JV,"Gurgaon/Gurugram,Haryana + 11 more",12 years old,51-200 Employees (India)
3079,Andromeda Sales ...,3.1,(179 Reviews),Private,"Mumbai,Maharashtra + 36 more",32 years old,1k-5k Employees (India)
3080,Dixit Infotech S...,4.0,(179 Reviews),Private,"Mumbai,Maharashtra + 23 more",44 years old,501-1k Employees (India)
3081,Laser Power & In...,3.6,(179 Reviews),Private,"Kolkata,West Bengal + 26 more",35 years old,1k-5k Employees (India)
3082,QX Global Group,3.9,(179 Reviews),Public,"Skipton,North Yorkshire + 5 more",20 years old,1k-5k Employees (India)
3083,Evolent Health I...,4.1,(179 Reviews),Public,"Arlington,Virginia + 1 more",12 years old,501-1k Employees (India)
3084,INDIAN PUBLIC SC...,3.8,(179 Reviews),Private,"Salem,Tamil Nadu + 33 more",19 years old,1k-5k Employees (India)
3085,Studds Accessori...,3.5,(179 Reviews),Private,"Faridabad,Haryana + 3 more",40 years old,1k-5k Employees (India)
3086,Pierian Services,3.8,(179 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",21 years old,501-1k Employees (India)
3087,A2Z Group,3.9,(311 Reviews),Private,Gurgaon + 32 more,21 years old,51-200 Employees (India)
3088,STAR,3.8,(257 Reviews),"Mumbai,Maharashtra + 25 more",29 years old,1k-5k Employees (India),
3089,Total,3.8,(229 Reviews),Private,Paris + 35 more,99 years old,501-1k Employees (India)
3090,The Saraswat Co-...,3.8,(228 Reviews),Public,"Mumbai,Maharashtra + 25 more",105 years old,1k-5k Employees (India)
3091,ACG Worldwide,4.1,(211 Reviews),Private,"Mumbai,Maharashtra + 11 more",62 years old,1k-5k Employees (India)
3092,Ubisoft Entertai...,4.0,(179 Reviews),Private,"Montreuil,Seine-saint-denis + 3 more",37 years old,1k-5k Employees (India)
3093,Yara Fertilisers,4.0,(178 Reviews),Oslo + 29 more,118 years old,501-1k Employees (India),
3094,Dinshaws,4.1,(178 Reviews),Private,"Nagpur,Maharashtra + 29 more",91 years old,501-1k Employees (India)
3095,Hamleys,4.0,(178 Reviews),Private,London + 35 more,263 years old,1k-5k Employees (India)
3096,HDFC Mutual Fund,4.0,(178 Reviews),"Mumbai,Maharashtra + 60 more",24 years old,1k-5k Employees (India),
3097,NGA HR,3.9,(178 Reviews),Private,"Hemel Hempstead,Hertfordshire + 13 more",54 years old,1k-5k Employees (India)
3098,Cargo Motors,3.9,(178 Reviews),Private,"Ahmedabad,Gujrat + 19 more",64 years old,1k-5k Employees (India)
3099,Hygienic Researc...,4.4,(178 Reviews),Private,"Mumbai,Maharashtra + 27 more",66 years old,1k-5k Employees (India)
3100,Etech Global Ser...,4.2,(178 Reviews),Private,"Nacogdoches,Texas + 2 more",26 years old,1k-5k Employees (India)
3101,Emirates Airline...,4.0,(178 Reviews),Private,"Dubai,Dubai + 14 more",38 years old,1k-5k Employees (India)
3102,Indo German Tool...,3.9,(178 Reviews),Private,"Ahmedabad,Gujarat + 10 more",28 years old,51-200 Employees (India)
3103,Concord Biotech,3.6,(178 Reviews),Public,"Ahmedabad,Gujarat + 5 more",23 years old,501-1k Employees (India)
3104,Schneider Electr...,4.1,(178 Reviews),Public,Rueil-Malmaison + 19 more,187 years old,10k-50k Employees (India)
3105,Sterling Hospita...,4.0,(178 Reviews),Public,"Ahmedabad,Gujarat + 11 more",22 years old,1k-5k Employees (India)
3106,Sedemac Mechatro...,4.3,(178 Reviews),Private,"Mumbai,Maharashtra + 2 more",16 years old,201-500 Employees (India)
3107,Infodrive,4.5,(178 Reviews),Private,"New Delhi,Delhi",27 years old,51-200 Employees (India)
3108,Celebi Delhi Car...,4.1,(178 Reviews),Istanbul + 4 more,65 years old,5k-10k Employees (India),
3109,Aquity Solutions,3.7,(178 Reviews),Cary + 11 more,24 years old,201-500 Employees (India),
3110,Mahindra Lifespa...,4.0,(178 Reviews),Public,"Mumbai,Maharashtra + 17 more",29 years old,201-500 Employees (India)
3111,UBS Business Sol...,4.0,(178 Reviews),Pune + 3 more,,,
3112,MBD GROUP,3.9,(178 Reviews),Private,New Delhi + 28 more,67 years old,501-1k Employees (India)
3113,Sonalika Group o...,3.9,(1.5k Reviews),Private,Hoshiarpur + 31 more,54 years old,5k-10k Employees (India)
3114,Stanley Black & ...,4.0,(253 Reviews),Private,New Britain + 16 more,180 years old,501-1k Employees (India)
3115,Nidec Corporatio...,4.0,(183 Reviews),Private,Kyoto + 15 more,50 years old,501-1k Employees (India)
3116,Chaitanya India ...,4.1,(177 Reviews),Private,"Bangalore,Karnataka + 71 more",14 years old,5k-10k Employees (India)
3117,Vedant Fashions,3.8,(177 Reviews),Private,"Kolkata,West Bengal + 29 more",21 years old,1k-5k Employees (India)
3118,CARE Ratings,3.2,(177 Reviews),Public,Mumbai + 14 more,30 years old,501-1k Employees (India)
3119,VISA Steel,3.9,(177 Reviews),Public,"Bhubaneswar,Odisha + 11 more",27 years old,1k-5k Employees (India)
3120,Consero Global S...,3.4,(177 Reviews),Private,Austin + 2 more,17 years old,501-1k Employees (India)
3121,Delphi Automotiv...,4.1,(177 Reviews),Public,Dublin + 15 more,29 years old,51-200 Employees (India)
3122,Tega Industries,3.8,(177 Reviews),Public,"Kolkata,West Bengal + 14 more",47 years old,1k-5k Employees (India)
3123,Wood Group,4.1,(177 Reviews),Private,"Aberdeen City,Aberdeen + 17 more",111 years old,51-200 Employees (India)
3124,Vedant Fashions,3.8,(177 Reviews),Private,"Kolkata,West Bengal + 29 more",21 years old,1k-5k Employees (India)
3125,Chaitanya India ...,4.1,(177 Reviews),Private,"Bangalore,Karnataka + 71 more",14 years old,5k-10k Employees (India)
3126,Agarwal Packers ...,3.8,(177 Reviews),Public,"Delhi/NCR,New Delhi + 32 more",36 years old,501-1k Employees (India)
3127,Shalimar Paints,3.6,(177 Reviews),Public,"Gurgaon/Gurugram,Haryana + 37 more",121 years old,1k-5k Employees (India)
3128,Zamil Air Condit...,4.0,(177 Reviews),Private,Dammam + 18 more,49 years old,201-500 Employees (India)
3129,Harsha Engineers,4.1,(177 Reviews),Private,"Ahmedabad,Gujarat + 5 more",37 years old,501-1k Employees (India)
3130,The Dow Chemical...,4.4,(177 Reviews),Private,"Midland,Michigan + 9 more",66 years old,1k-5k Employees (India)
3131,Saama Technologi...,4.0,(177 Reviews),Private,"Campbell,California + 2 more",26 years old,201-500 Employees (India)
3132,Luxor Writing In...,3.7,(177 Reviews),Private,"Noida,Uttar Pradesh + 25 more",22 years old,1k-5k Employees (India)
3133,ClearTax,3.5,(1.3k Reviews),Private,"Bengaluru/Bangalore,Karnataka + 7 more",12 years old,501-1k Employees (India)
3134,Technicolor,4.2,(244 Reviews),Private,Paris + 4 more,130 years old,1k-5k Employees (India)
3135,Lincoln Pharmace...,3.6,(176 Reviews),Public,"Ahmedabad,Gujarat + 14 more",44 years old,1k-5k Employees (India)
3136,Matrix Cellular ...,3.2,(176 Reviews),Private,Delhi + 17 more,28 years old,51-200 Employees (India)
3137,Popular Vehicles...,4.1,(176 Reviews),Private,"Ernakulam,Kerala + 17 more",84 years old,1k-5k Employees (India)
3138,Lipi Data System...,3.7,(176 Reviews),Private,Mumbai + 37 more,30 years old,501-1k Employees (India)
3139,Mashreq Global S...,3.5,(176 Reviews),Private,Dubai + 5 more,18 years old,1k-5k Employees (India)
3140,Mahindra Electri...,3.7,(176 Reviews),Private,Bengaluru + 9 more,29 years old,201-500 Employees (India)
3141,Hollister Medica...,4.3,(176 Reviews),Illinois + 6 more,102 years old,51-200 Employees (India),
3142,R.V.R. PROJECTS,3.7,(176 Reviews),Private,"Visakhapatnam/Vizag,Andhra Pradesh + 26 more",47 years old,51-200 Employees (India)
3143,eBIZ.com,4.1,(176 Reviews),Private,"Noida,Uttar Pradesh + 22 more",22 years old,51-200 Employees (India)
3144,Lanxess,4.4,(176 Reviews),Private,Cologne + 12 more,19 years old,501-1k Employees (India)
3145,The Indian Hume ...,4.1,(176 Reviews),Public,Mumbai + 36 more,97 years old,1k-5k Employees (India)
3146,VGN Projects Est...,4.0,(176 Reviews),Private,"Chennai,Tamil Nadu + 3 more",81 years old,1k-5k Employees (India)
3147,Shyam Indus Powe...,3.7,(176 Reviews),Private,"Delhi/NCR,Delhi + 18 more",19 years old,1k-5k Employees (India)
3148,Lincoln Pharmace...,3.6,(176 Reviews),Public,"Ahmedabad,Gujarat + 14 more",44 years old,1k-5k Employees (India)
3149,Mashreq Global S...,3.5,(176 Reviews),Private,Dubai + 5 more,18 years old,1k-5k Employees (India)
3150,R.V.R. PROJECTS,3.7,(176 Reviews),Private,"Visakhapatnam/Vizag,Andhra Pradesh + 26 more",47 years old,51-200 Employees (India)
3151,NTT Global Netwo...,4.2,(176 Reviews),Public,"Greenwood Village,CO + 18 more",23 years old,501-1k Employees (India)
3152,DSV - Global Tra...,4.2,(176 Reviews),Hedehusene + 20 more,47 years old,501-1k Employees (India),
3153,MMC Infotech Ser...,3.4,(176 Reviews),Private,"Chennai,Tamil Nadu + 1 more",33 years old,201-500 Employees (India)
3154,Kauvery Hospital,4.0,(176 Reviews),Public,"Chennai,Tamil Nadu + 8 more",24 years old,51-200 Employees (India)
3155,Madhucon Project...,3.5,(316 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 20 more",40 years old,1k-5k Employees (India)
3156,KOREA PLANT SERV...,3.4,(175 Reviews),Private,"Naju,Jeollanam-do + 15 more",39 years old,1-10 Employees (India)
3157,Munjal Kiriu Ind...,4.1,(175 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",67 years old,201-500 Employees (India)
3158,Zydus Hospital,4.1,(175 Reviews),Public,"Ahmedabad,Gujarat + 7 more",8 years old,501-1k Employees (India)
3159,DBOI Global Serv...,4.4,(175 Reviews),Private,"Mumbai,Maharashtra + 5 more",43 years old,51-200 Employees (India)
3160,Costa Cruise Lin...,4.5,(175 Reviews),Private,Genoa + 9 more,75 years old,51-200 Employees (India)
3161,Allahabad Bank,4.3,(175 Reviews),Private,"Chennai,Tamil Nadu + 48 more",158 years old,10k-50k Employees (India)
3162,NetAmbit Infosou...,3.5,(175 Reviews),Private,Noida + 23 more,23 years old,1k-5k Employees (India)
3163,Corporate Infote...,4.1,(175 Reviews),Private,"Noida,Uttar Pradesh + 21 more",16 years old,1k-5k Employees (India)
3164,Dishman Carbogen...,3.7,(175 Reviews),Bubendorf + 1 more,16 years old,1k-5k Employees (India),
3165,Toshiba Transmis...,3.9,(175 Reviews),Private,Hyderabad + 15 more,129 years old,501-1k Employees (India)
3166,RV Solutions,3.8,(175 Reviews),Private,"Noida,Uttar Pradesh + 26 more",15 years old,201-500 Employees (India)
3167,Puranik Builders,3.6,(175 Reviews),Public,"Thane,Maharashtra + 6 more",55 years old,201-500 Employees (India)
3168,Hinduja Group,3.9,(17.7k Reviews),Public,Mumbai + 53 more,109 years old,1 Lakh+ Employees (India)
3169,Murugappa Group,4.1,(6.6k Reviews),Private,"Chennai,Tamil Nadu + 57 more",123 years old,50k-1 Lakh Employees (India)
3170,Mr Cooper,4.4,(287 Reviews),Private,"Dallas,Texas + 2 more",29 years old,501-1k Employees (India)
3171,Muthoot Homefin ...,3.7,(174 Reviews),Private,"Mumbai,Maharashtra + 64 more",12 years old,201-500 Employees (India)
3172,Gtpl Hathway,4.0,(174 Reviews),Public,"Ahmedabad,Gujarat + 26 more",17 years old,1k-5k Employees (India)
3173,TJSB Sahakari Ba...,4.0,(174 Reviews),Private,Thane + 24 more,51 years old,1k-5k Employees (India)
3174,Planetcast,3.9,(174 Reviews),Public,"Noida,Uttar Pradesh + 8 more",27 years old,1k-5k Employees (India)
3175,Bal Pharma,3.8,(174 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 18 more",36 years old,1k-5k Employees (India)
3176,T R Chadha & Co ...,3.8,(174 Reviews),LLP,"Delhi/NCR,Delhi + 11 more",77 years old,51-200 Employees (India)
3177,Karamtara Engine...,3.4,(174 Reviews),"Mumbai,Maharashtra + 8 more",27 years old,501-1k Employees (India),
3178,Nalco water,4.2,(174 Reviews),Private,Naperville + 26 more,95 years old,1k-5k Employees (India)
3179,Weddingz.in,3.1,(174 Reviews),Private,"Mumbai,Maharashtra + 27 more",8 years old,501-1k Employees (India)
3180,Planetcast,3.9,(174 Reviews),Public,"Noida,Uttar Pradesh + 8 more",27 years old,1k-5k Employees (India)
3181,ESIC HOSPITAL,4.1,(174 Reviews),Private,"Delhi/NCR,New Delhi + 33 more",71 years old,201-500 Employees (India)
3182,Bal Pharma,3.8,(174 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 18 more",36 years old,1k-5k Employees (India)
3183,Muthoot Homefin ...,3.7,(174 Reviews),Private,"Mumbai,Maharashtra + 64 more",12 years old,201-500 Employees (India)
3184,Gtpl Hathway,4.0,(174 Reviews),Public,"Ahmedabad,Gujarat + 26 more",17 years old,1k-5k Employees (India)
3185,THE KCP,4.2,(174 Reviews),Public,"Chennai,Tamil Nadu + 13 more",82 years old,1k-5k Employees (India)
3186,Biz 2 Credit Inf...,4.3,(174 Reviews),Private,"New York,New York + 1 more",16 years old,201-500 Employees (India)
3187,T R Chadha & Co ...,3.8,(174 Reviews),LLP,"Delhi/NCR,Delhi + 11 more",77 years old,51-200 Employees (India)
3188,Karamtara Engine...,3.4,(174 Reviews),"Mumbai,Maharashtra + 8 more",27 years old,501-1k Employees (India),
3189,TJSB Sahakari Ba...,4.0,(174 Reviews),Private,Thane + 24 more,51 years old,1k-5k Employees (India)
3190,The Hershey Comp...,4.2,(174 Reviews),Private,"Derry Township,Pennsylvania + 32 more",129 years old,201-500 Employees (India)
3191,Qatar Petroleum,4.2,(1.1k Reviews),Other,Doha + 10 more,49 years old,501-1k Employees (India)
3192,Sears Holdings,3.9,(180 Reviews),Private,"Hoffman Estates,Illinois + 5 more",14 years old,501-1k Employees (India)
3193,Bharat IT Servic...,3.1,(173 Reviews),Public,"Noida,Uttar Pradesh + 32 more",27 years old,501-1k Employees (India)
3194,Sonata Finance,4.1,(173 Reviews),Private,"Allahabad/Prayagraj,Uttar Pradesh + 45 more",28 years old,51-200 Employees (India)
3195,e-Centric Soluti...,3.5,(173 Reviews),Private,Hyderabad + 28 more,21 years old,201-500 Employees (India)
3196,Navata Road Tran...,3.7,(173 Reviews),Partnership,"Vijayawada,Andhra Pradesh + 25 more",41 years old,1k-5k Employees (India)
3197,American Tower C...,3.8,(173 Reviews),Private,"Boston,MA + 32 more",28 years old,501-1k Employees (India)
3198,Brg Iron And Ste...,3.7,(173 Reviews),Private,"Kolkata,West Bengal + 7 more",21 years old,51-200 Employees (India)
3199,Coolberg Beverag...,3.5,(173 Reviews),Private,"Mumbai,Maharashtra + 26 more",7 years old,201-500 Employees (India)
3200,Box8,3.4,(173 Reviews),Private,"Mumbai,Maharashtra + 11 more",12 years old,1k-5k Employees (India)
3201,Sangeetha Mobile,4.0,(173 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 42 more",49 years old,1k-5k Employees (India)
3202,Peregrine Guardi...,4.0,(173 Reviews),Private,"Gurgaon/Gurugram,Haryana + 32 more",28 years old,501-1k Employees (India)
3203,Uneecops Technol...,4.3,(173 Reviews),Private,"Delhi/NCR,Delhi + 13 more",28 years old,501-1k Employees (India)
3204,Modi Mundi Pharm...,4.0,(173 Reviews),Private,"Delhi/NCR,Delhi + 31 more",33 years old,201-500 Employees (India)
3205,Greenpanel Indus...,4.3,(173 Reviews),Public,"Gurgaon/Gurugram,Haryana + 34 more",6 years old,1k-5k Employees (India)
3206,Bombay Intellige...,3.8,(173 Reviews),Private,"Mumbai,Maharashtra + 39 more",47 years old,51-200 Employees (India)
3207,Fosroc Chemicals...,4.3,(173 Reviews),Private,Dubai + 28 more,51 years old,201-500 Employees (India)
3208,British Biologic...,3.1,(172 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 33 more",35 years old,501-1k Employees (India)
3209,Meghalaya Cement...,4.0,(172 Reviews),Private,"Kolkata,West Bengal + 6 more",20 years old,501-1k Employees (India)
3210,Prione Business ...,4.3,(172 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 22 more",9 years old,501-1k Employees (India)
3211,Walplast Product...,3.9,(172 Reviews),Private,"Navi Mumbai,Maharashtra + 29 more",19 years old,201-500 Employees (India)
3212,Citykart Retail,4.1,(172 Reviews),Private,"Delhi,NCT + 43 more",7 years old,201-500 Employees (India)
3213,Aachi Foods,3.9,(172 Reviews),Private,"Chennai,Tamil Nadu + 22 more",28 years old,501-1k Employees (India)
3214,Elin Appliances,4.1,(172 Reviews),Private,"Ghaziabad,Uttar Pradesh + 9 more",54 years old,51-200 Employees (India)
3215,Peter England,4.3,(172 Reviews),Private,Londonderry + 78 more,134 years old,501-1k Employees (India)
3216,Monnet Group,4.2,(172 Reviews),Public,"Raipur,Chhattisgarh + 13 more",33 years old,501-1k Employees (India)
3217,Keihin India Man...,4.2,(172 Reviews),Tokyo + 7 more,67 years old,51-200 Employees (India),
3218,Vision Express,4.2,(172 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 28 more",15 years old,501-1k Employees (India)
3219,Tata Steel Proce...,3.9,(172 Reviews),Private,Kolkata + 23 more,26 years old,1k-5k Employees (India)
3220,Recipharm Pharma...,4.0,(172 Reviews),Private,"Stockholm,Stockholm + 5 more",28 years old,11-50 Employees (India)
3221,Appcino Technolo...,4.0,(172 Reviews),Private,"Jaipur,Rajasthan + 19 more",10 years old,201-500 Employees (India)
3222,Sterling Tools,4.0,(172 Reviews),Public,"Faridabad,Haryana + 7 more",44 years old,501-1k Employees (India)
3223,Atul Auto,3.5,(172 Reviews),Public,"Rajkot,Gujrat + 24 more",41 years old,1k-5k Employees (India)
3224,Mitra SK,4.1,(172 Reviews),Private,"Kolkata,West Bengal + 25 more",85 years old,1k-5k Employees (India)
3225,Apisero,4.4,(172 Reviews),Chandler + 7 more,7 years old,1k-5k Employees (India),
3226,PwC Acceleration...,3.9,(172 Reviews),Bengaluru/Bangalore + 3 more,,,
3227,Cordlife Science...,3.9,(172 Reviews),Private,"Kolkata,West Bengal + 30 more",22 years old,201-500 Employees (India)
3228,International Au...,3.9,(172 Reviews),Private,Southfield + 6 more,17 years old,501-1k Employees (India)
3229,QBurst Technolog...,4.7,(172 Reviews),Private,"Chantilly,Virginia + 6 more",19 years old,1k-5k Employees (India)
3230,Saksoft,4.0,(172 Reviews),Public,"Chennai,Tamil Nadu + 8 more",24 years old,1k-5k Employees (India)
3231,Nexteer Automoti...,3.7,(171 Reviews),Private,"Auburn Hills,Michigan + 6 more",117 years old,501-1k Employees (India)
3232,YKK,4.0,(171 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",28 years old,201-500 Employees (India)
3233,Alchem Internati...,3.8,(171 Reviews),Private,"Gurgaon/Gurugram,Haryana + 17 more",88 years old,201-500 Employees (India)
3234,Autometers Allia...,4.1,(171 Reviews),Private,"Noida,Uttar Pradesh + 9 more",64 years old,501-1k Employees (India)
3235,Pepe Jeans,4.3,(171 Reviews),Private,Municipility Of Sant Feliu De Llobregat + 37 more,50 years old,51-200 Employees (India)
